ano,id_municipio,serie,rede,taxa_alfabetizacao,media_portugues,proporcao_aluno_nivel_0,proporcao_aluno_nivel_1,proporcao_aluno_nivel_2,proporcao_aluno_nivel_3,proporcao_aluno_nivel_4,proporcao_aluno_nivel_5,proporcao_aluno_nivel_6,proporcao_aluno_nivel_7,proporcao_aluno_nivel_8
2023,2401453,2,3,32.01,716.9271,,,,,,,,,
2023,2403608,2,3,48,734.4663,,,,,,,,,
2023,2404903,2,5,54.71,744.565,,,,,,,,,
2023,2405207,2,3,23.48,707.015,,,,,,,,,
2023,2407005,2,5,32.17,719.5314,,,,,,,,,
2023,2409308,2,3,32.16,709.9199,,,,,,,,,
2023,2413102,2,5,50.36,742.0955,,,,,,,,,
2023,2500734,2,5,85.27,788.2321,,,,,,,,,
2023,2501104,2,5,85.08,786.2229,,,,,,,,,
2023,2501500,2,5,51.04,745.2252,,,,,,,,,
2023,2502805,2,5,53.57,746.9037,,,,,,,,,
2023,2503902,2,3,36.34,730.7509,,,,,,,,,
2023,2505402,2,3,55.88,746.1743,,,,,,,,,
2023,2512200,2,3,47.46,742.5374,,,,,,,,,
2023,2512788,2,3,78.57,761.0831,,,,,,,,,
2023,2513406,2,3,54.82,741.915,,,,,,,,,
2023,2515609,2,3,17.39,707.061,,,,,,,,,
2023,2515906,2,5,83.64,774.1245,,,,,,,,,
2023,2606200,2,3,53.14,739.0293,,,,,,,,,
2023,2607752,2,3,77.69,771.5316,,,,,,,,,
2023,2610004,2,3,43.01,734.206,,,,,,,,,
2023,2610509,2,3,74.89,765.6972,,,,,,,,,
2023,2702405,2,5,31.11,718.3048,,,,,,,,,
2023,2703205,2,3,47.93,736.1091,,,,,,,,,
2023,2705002,2,3,40.11,731.6107,,,,,,,,,
2023,2708501,2,3,39.59,725.7126,,,,,,,,,
2023,2708709,2,3,34.51,715.3854,,,,,,,,,
2023,2803005,2,3,59.05,749.6835,,,,,,,,,
2023,2806008,2,2,46.43,735.8712,,,,,,,,,
2023,2901700,2,3,33.89,726.5598,,,,,,,,,
2023,2902302,2,5,47.9,734.6146,,,,,,,,,
2023,2903276,2,3,42.08,734.9611,,,,,,,,,
2023,2908200,2,3,31.68,726.4823,,,,,,,,,
2023,2910206,2,3,85.87,763.54,,,,,,,,,
2023,2910602,2,5,19.87,703.8273,,,,,,,,,
2023,2910727,2,3,34.62,719.3496,,,,,,,,,
2023,2910776,2,5,55.73,740.0552,,,,,,,,,
2023,2911253,2,5,60.47,750.6536,,,,,,,,,
2023,2913507,2,3,49.55,739.9796,,,,,,,,,
2023,2917003,2,3,27.79,718.1027,,,,,,,,,
2023,2917904,2,3,50.51,737.8448,,,,,,,,,
2023,2923050,2,5,21.75,714.342,,,,,,,,,
2023,2925956,2,3,48.41,733.9164,,,,,,,,,
2023,2927705,2,5,40.45,726.1732,,,,,,,,,
2023,2928802,2,5,32.65,723.4781,,,,,,,,,
2023,2930105,2,5,19.93,705.9006,,,,,,,,,
2023,2930501,2,3,25.2,714.2228,,,,,,,,,
2023,2932705,2,5,30.01,715.2062,,,,,,,,,
2023,3100609,2,2,66.7,750.1287,,,,,,,,,
2023,3101003,2,3,42.77,737.7778,,,,,,,,,
2023,3101102,2,3,48.78,739.3567,,,,,,,,,
2023,3101300,2,3,67,756.9583,,,,,,,,,
2023,3107604,2,3,51.25,750.3486,,,,,,,,,
2023,3112653,2,5,40.45,730.633,,,,,,,,,
2023,3117306,2,5,55.38,747.7502,,,,,,,,,
2023,3120839,2,5,98,798.0211,,,,,,,,,
2023,3122470,2,2,37.5,729.9237,,,,,,,,,
2023,3124401,2,5,66.49,761.8214,,,,,,,,,
2023,3125705,2,3,52.03,739.7602,,,,,,,,,
2023,3125903,2,3,38.1,739.3517,,,,,,,,,
2023,3126307,2,3,70.59,763.0085,,,,,,,,,
2023,3127354,2,5,57.14,739.0669,,,,,,,,,
2023,3129004,2,3,44.72,739.9595,,,,,,,,,
2023,3130200,2,5,68.89,764.1387,,,,,,,,,
2023,3133501,2,3,72.37,764.6406,,,,,,,,,
2023,3134004,2,5,42.04,727.692,,,,,,,,,
2023,3136702,2,2,58.62,749.7581,,,,,,,,,
2023,3138906,2,3,62.01,753.0564,,,,,,,,,
2023,3144409,2,5,70.18,757.5992,,,,,,,,,
2023,3144508,2,5,87.42,780.546,,,,,,,,,
2023,3145505,2,5,62.27,750.2377,,,,,,,,,
2023,3148004,2,2,70.81,765.8133,,,,,,,,,
2023,3154408,2,5,55.59,742.2007,,,,,,,,,
2023,3156502,2,5,100,815.0363,,,,,,,,,
2023,3157203,2,5,69.91,761.8865,,,,,,,,,
2023,3159308,2,5,41.62,726.6524,,,,,,,,,
2023,3160702,2,3,55.96,747.5819,,,,,,,,,
2023,3165537,2,5,80.06,780.0409,,,,,,,,,
2023,3165578,2,3,70.19,755.6955,,,,,,,,,
2023,3167608,2,3,65.64,753.1614,,,,,,,,,
2023,3168903,2,5,59.26,748.0746,,,,,,,,,
2023,3170305,2,3,63.7,753.3195,,,,,,,,,
2023,3170909,2,2,59.07,754.4665,,,,,,,,,
2023,3200102,2,5,87.36,783.6859,,,,,,,,,
2023,3200359,2,5,64.65,749.6946,,,,,,,,,
2023,3200805,2,3,68.83,754.4933,,,,,,,,,
2023,3201407,2,5,72.21,760.0367,,,,,,,,,
2023,3201605,2,2,78.28,764.0722,,,,,,,,,
2023,3204005,2,5,80.63,763.5738,,,,,,,,,
2023,3204302,2,5,68.35,751.6086,,,,,,,,,
2023,3204609,2,3,84.05,773.3668,,,,,,,,,
2023,3300209,2,5,50.86,738.0834,,,,,,,,,
2023,3300936,2,5,51.01,735.4343,,,,,,,,,
2023,3304102,2,5,35.38,720.5639,,,,,,,,,
2023,3502606,2,3,67.1,755.8049,,,,,,,,,
2023,3502705,2,2,54.68,737.8065,,,,,,,,,
2023,3505906,2,5,64.89,754.4875,,,,,,,,,
2023,3509106,2,3,54.71,748.8606,,,,,,,,,
2023,3512605,2,3,46.28,737.2619,,,,,,,,,
2023,3526803,2,3,61.31,753.2269,,,,,,,,,
2023,3529401,2,3,45.74,733.6155,,,,,,,,,
2023,3530508,2,2,61.41,748.585,,,,,,,,,
2023,3532207,2,3,53.17,743.1515,,,,,,,,,
2023,3534500,2,3,68.23,759.5401,,,,,,,,,
2023,3540804,2,3,60.72,751.3216,,,,,,,,,
2023,3541505,2,3,60.06,751.7854,,,,,,,,,
2023,3544251,2,2,100,829.5425,,,,,,,,,
2023,4101408,2,5,82.14,767.9827,,,,,,,,,
2023,4106506,2,5,80.52,764.3881,,,,,,,,,
2023,4107520,2,3,42.11,746.1091,,,,,,,,,
2023,4107553,2,3,75.96,763.8896,,,,,,,,,
2023,4109757,2,5,72.84,753.3648,,,,,,,,,
2023,4116208,2,5,68.42,748.6868,,,,,,,,,
2023,4116604,2,3,62.54,747.4642,,,,,,,,,
2023,4118105,2,5,83.27,768.4063,,,,,,,,,
2023,4118808,2,5,69.48,757.6207,,,,,,,,,
2023,4119905,2,5,75.79,757.4976,,,,,,,,,
2023,4126306,2,3,80.66,766.303,,,,,,,,,
2023,4127205,2,3,85.98,775.4252,,,,,,,,,
2023,4127809,2,5,91.65,777.7732,,,,,,,,,
2023,4128005,2,3,85.59,770.3063,,,,,,,,,
2023,4128559,2,3,52.37,739.311,,,,,,,,,
2023,4200507,2,3,72.27,752.3914,,,,,,,,,
2023,4201257,2,2,50,750.1157,,,,,,,,,
2023,4201901,2,3,62.58,759.2888,,,,,,,,,
2023,4203907,2,5,72.28,756.8255,,,,,,,,,
2023,4207106,2,2,38.95,723.9722,,,,,,,,,
2023,4208401,2,3,71.58,753.6581,,,,,,,,,
2023,4210035,2,5,72.91,754.9799,,,,,,,,,
2023,4210605,2,2,78.49,765.3886,,,,,,,,,
2023,4211256,2,2,55.56,737.4283,,,,,,,,,
2023,4211306,2,3,54.66,740.6933,,,,,,,,,
2023,4214300,2,3,72.73,757.1565,,,,,,,,,
2023,4214607,2,5,80.3,760.4755,,,,,,,,,
2023,4215075,2,3,83.43,769.3777,,,,,,,,,
2023,4215703,2,3,58.19,745.5532,,,,,,,,,
2023,4216503,2,5,42.08,729.6357,,,,,,,,,
2023,4217253,2,5,74.22,756.0075,,,,,,,,,
2023,4218301,2,2,68.42,760.3552,,,,,,,,,
2023,4301404,2,2,81.49,762.8438,,,,,,,,,
2023,4302154,2,3,77.2,756.0792,,,,,,,,,
2023,4302352,2,2,76.24,756.1513,,,,,,,,,
2023,4304002,2,5,66.01,742.6674,,,,,,,,,
2023,4304705,2,3,63.87,748.1466,,,,,,,,,
2023,4304952,2,5,86.13,761.6454,,,,,,,,,
2023,4305405,2,2,85.09,767.7339,,,,,,,,,
2023,4306734,2,3,76.88,767.9819,,,,,,,,,
2023,4306957,2,3,79.48,757.7439,,,,,,,,,
2023,4307906,2,5,82.8,766.1048,,,,,,,,,
2023,4309050,2,5,65.09,748.9497,,,,,,,,,
2023,4311601,2,2,88.64,778.1737,,,,,,,,,
2023,4312203,2,5,87.4,765.7571,,,,,,,,,
2023,4312252,2,3,73.26,760.7364,,,,,,,,,
2023,4313011,2,3,90.91,777.5067,,,,,,,,,
2023,4313037,2,2,90.91,764.2966,,,,,,,,,
2023,4314076,2,3,88.54,777.5594,,,,,,,,,
2023,4315057,2,3,41.07,733.5984,,,,,,,,,
2023,4315305,2,3,54.77,737.466,,,,,,,,,
2023,4315701,2,3,73.36,756.2012,,,,,,,,,
2023,4318408,2,5,76.2,755.2361,,,,,,,,,
2023,4319406,2,3,77.14,760.4451,,,,,,,,,
2023,4320263,2,3,75,758.1678,,,,,,,,,
2023,4321436,2,3,66.9,749.8817,,,,,,,,,
2023,4323200,2,3,88.92,771.8751,,,,,,,,,
2023,4323200,2,5,88.92,771.8751,,,,,,,,,
2023,4323408,2,2,78.95,775.8352,,,,,,,,,
2023,5000609,2,3,42.01,732.3475,,,,,,,,,
2023,5002001,2,5,45.7,735.6087,,,,,,,,,
2023,5004304,2,3,38.28,733.762,,,,,,,,,
2023,5101803,2,2,59.79,746.79,,,,,,,,,
2023,5108105,2,2,28.99,719.37,,,,,,,,,
2023,5201702,2,5,63.56,750.2965,,,,,,,,,
2023,5204706,2,3,73.78,756.4362,,,,,,,,,
2023,5217104,2,3,67.96,752.9316,,,,,,,,,
2023,5221304,2,3,79.46,763.3745,,,,,,,,,
2023,5221403,2,3,66.34,752.8217,,,,,,,,,
2023,5221601,2,5,70.42,755.6158,,,,,,,,,
2023,1100502,2,5,72.53,766.0655,,,,,,,,,
2023,1101492,2,3,65.79,757.1689,,,,,,,,,
2023,1300904,2,2,84.63,768.205,,,,,,,,,
2023,1301209,2,5,47.15,733.8801,,,,,,,,,
2023,1302108,2,3,77.3,764.1354,,,,,,,,,
2023,1302603,2,5,54.32,738.1944,,,,,,,,,
2023,1501105,2,3,46.7,733.3467,,,,,,,,,
2023,1501758,2,3,61.58,751.5456,,,,,,,,,
2023,1502004,2,5,57.05,742.1758,,,,,,,,,
2023,1502608,2,3,54.39,739.2356,,,,,,,,,
2023,1503044,2,5,47.77,730.7781,,,,,,,,,
2023,1701051,2,5,40.16,728.7895,,,,,,,,,
2023,1703891,2,3,34.09,733.2201,,,,,,,,,
2023,1710508,2,3,60.46,747.2837,,,,,,,,,
2023,1711902,2,5,26.02,715.7214,,,,,,,,,
2023,1712009,2,3,40.45,732.7888,,,,,,,,,
2023,1713304,2,3,52.55,744.4268,,,,,,,,,
2023,2100055,2,5,39.59,729.3262,,,,,,,,,
2023,2100501,2,5,46.76,741.0599,,,,,,,,,
2023,2101970,2,5,59.99,756.1444,,,,,,,,,
2023,2102556,2,3,64.72,757.6242,,,,,,,,,
2023,2103000,2,5,43.75,733.713,,,,,,,,,
2023,2103752,2,5,66.75,753.4875,,,,,,,,,
2023,2106631,2,5,63.8,757.6617,,,,,,,,,
2023,2111078,2,3,24.38,707.2738,,,,,,,,,
2023,2202455,2,3,65.3,758.5492,,,,,,,,,
2023,2202703,2,5,73.16,773.921,,,,,,,,,
2023,2207306,2,5,51.76,739.3877,,,,,,,,,
2023,2207355,2,3,66.01,756.7396,,,,,,,,,
2023,2210805,2,3,88.71,787.1548,,,,,,,,,
2023,2210953,2,5,68.75,755.6615,,,,,,,,,
2023,2211100,2,3,26.82,715.9677,,,,,,,,,
2023,2300903,2,3,80.8,783.8755,,,,,,,,,
2023,2301307,2,3,75.5,779.5553,,,,,,,,,
2023,2301406,2,2,46.15,720.4289,,,,,,,,,
2023,2301505,2,3,73.64,772.7966,,,,,,,,,
2023,2302404,2,3,80.04,792.1698,,,,,,,,,
2023,2303402,2,5,87.03,796.3505,,,,,,,,,
2023,2304350,2,3,100,861.4917,,,,,,,,,
2023,2306207,2,5,91.32,813.3549,,,,,,,,,
2023,2307502,2,3,75.38,779.4349,,,,,,,,,
2023,2309508,2,3,90.9,803.4065,,,,,,,,,
2023,2311504,2,5,86.21,794.5792,,,,,,,,,
2023,2311504,2,3,86.21,794.5792,,,,,,,,,
2023,2312304,2,3,96.93,830.3339,,,,,,,,,
2023,2313401,2,5,84.36,796.1294,,,,,,,,,
2023,2313559,2,5,89.24,804.8652,,,,,,,,,
2023,2400505,2,5,17.76,705.2003,,,,,,,,,
2023,2400505,2,3,17.76,705.2003,,,,,,,,,
2023,2402402,2,5,65.52,750.8845,,,,,,,,,
2023,2403103,2,3,41.2,728.6968,,,,,,,,,
2023,2409407,2,3,38.86,726.8157,,,,,,,,,
2023,2410405,2,2,40,730.1432,,,,,,,,,
2023,2410603,2,5,29.93,728.2479,,,,,,,,,
2023,2410702,2,2,14.29,704.0616,,,,,,,,,
2023,2412203,2,5,33.43,719.2292,,,,,,,,,
2023,2412708,2,2,42.86,734.4917,,,,,,,,,
2023,2414159,2,3,44.64,732.3343,,,,,,,,,
2023,2500403,2,3,38.94,729.6251,,,,,,,,,
2023,2500700,2,3,42.09,729.318,,,,,,,,,
2023,2500809,2,3,64.03,764.1987,,,,,,,,,
2023,2501609,2,5,56.39,743.1423,,,,,,,,,
2023,2504074,2,3,48.41,737.1034,,,,,,,,,
2023,2514602,2,3,11.97,695.3015,,,,,,,,,
2023,2516805,2,3,50.08,740.3484,,,,,,,,,
2023,2517407,2,5,91.18,794.0428,,,,,,,,,
2023,2600807,2,3,58.41,748.8195,,,,,,,,,
2023,2603900,2,3,91.81,781.4989,,,,,,,,,
2023,2609105,2,5,86.88,782.7165,,,,,,,,,
2023,2609907,2,5,36.16,730.2536,,,,,,,,,
2023,2611507,2,5,48.12,739.6498,,,,,,,,,
2023,2612208,2,3,75.94,761.086,,,,,,,,,
2023,2615706,2,5,82.65,774.9707,,,,,,,,,
2023,2703502,2,5,54.29,743.3947,,,,,,,,,
2023,2703759,2,5,50.22,738.427,,,,,,,,,
2023,2704807,2,5,46.59,742.3002,,,,,,,,,
2023,2705309,2,5,30.02,710.5135,,,,,,,,,
2023,2706422,2,2,27.78,706.9071,,,,,,,,,
2023,2708105,2,3,98.87,792.7793,,,,,,,,,
2023,2801405,2,5,33.52,714.9567,,,,,,,,,
2023,2804409,2,5,23.66,704.7934,,,,,,,,,
2023,2804607,2,2,46.43,718.885,,,,,,,,,
2023,2805901,2,3,11.32,681.9556,,,,,,,,,
2023,2806503,2,3,25,709.7878,,,,,,,,,
2023,2900108,2,5,34.57,727.106,,,,,,,,,
2023,2902005,2,3,41.95,721.8611,,,,,,,,,
2023,2904753,2,3,13.04,698.6102,,,,,,,,,
2023,2908507,2,5,34.3,725.7686,,,,,,,,,
2023,2913002,2,5,62.17,741.1523,,,,,,,,,
2023,2917334,2,3,49.03,737.8975,,,,,,,,,
2023,2917359,2,3,40.89,732.9008,,,,,,,,,
2023,2921401,2,3,33.73,719.9177,,,,,,,,,
2023,2921401,2,5,33.73,719.9177,,,,,,,,,
2023,2925600,2,5,21.28,709.155,,,,,,,,,
2023,2926905,2,3,36.5,722.3714,,,,,,,,,
2023,2927101,2,5,23.27,710.5706,,,,,,,,,
2023,2929354,2,5,31.3,716.9313,,,,,,,,,
2023,3101706,2,3,39.24,729.7689,,,,,,,,,
2023,3101904,2,3,42.26,729.0633,,,,,,,,,
2023,3102209,2,3,39.52,734.7779,,,,,,,,,
2023,3105905,2,3,73.7,769.1092,,,,,,,,,
2023,3108404,2,3,65.49,762.7554,,,,,,,,,
2023,3110509,2,3,54.64,745.5168,,,,,,,,,
2023,3113909,2,5,74.34,765.1196,,,,,,,,,
2023,3115706,2,3,71.27,763.7164,,,,,,,,,
2023,3117702,2,3,89.94,796.3749,,,,,,,,,
2023,3118908,2,5,65.59,761.9465,,,,,,,,,
2023,3122702,2,5,66.83,760.429,,,,,,,,,
2023,3123502,2,5,66.67,755.355,,,,,,,,,
2023,3125952,2,3,66.12,755.8692,,,,,,,,,
2023,3126802,2,5,51.82,746.3618,,,,,,,,,
2023,3128105,2,3,58.55,749.998,,,,,,,,,
2023,3134103,2,2,100,781.4752,,,,,,,,,
2023,3134806,2,5,70.85,769.5899,,,,,,,,,
2023,3136553,2,3,79.09,784.144,,,,,,,,,
2023,3136603,2,5,47.99,736.9978,,,,,,,,,
2023,3142601,2,5,62.69,753.816,,,,,,,,,
2023,3144706,2,3,60.32,752.2747,,,,,,,,,
2023,3145059,2,3,41.56,726.7719,,,,,,,,,
2023,3145208,2,5,54.95,746.3576,,,,,,,,,
2023,3145372,2,3,68.05,762.1771,,,,,,,,,
2023,3146008,2,2,80,774.7481,,,,,,,,,
2023,3146107,2,5,64.92,757.5004,,,,,,,,,
2023,3146206,2,3,51.25,746.071,,,,,,,,,
2023,3148004,2,5,70.3,764.3528,,,,,,,,,
2023,3155603,2,3,73.36,766.3998,,,,,,,,,
2023,3159605,2,2,90.34,785.9578,,,,,,,,,
2023,3159605,2,3,49.69,738.4271,,,,,,,,,
2023,3161106,2,2,45.24,726.1874,,,,,,,,,
2023,3161502,2,3,81.24,769.7774,,,,,,,,,
2023,3164407,2,3,66.97,759.1348,,,,,,,,,
2023,3164605,2,3,71.5,760.8423,,,,,,,,,
2023,3165602,2,3,42.11,731.5156,,,,,,,,,
2023,3166105,2,3,46.56,735.6782,,,,,,,,,
2023,3166501,2,2,55,752.4481,,,,,,,,,
2023,3169703,2,2,54.71,753.8359,,,,,,,,,
2023,3170206,2,2,57.02,747.6831,,,,,,,,,
2023,3170750,2,3,57.22,746.4242,,,,,,,,,
2023,3200706,2,3,74.57,766.0941,,,,,,,,,
2023,3204104,2,5,77.7,764.3476,,,,,,,,,
2023,3204559,2,2,85.48,787.563,,,,,,,,,
2023,3204559,2,3,85.82,777.4706,,,,,,,,,
2023,3300159,2,3,59.34,737.6225,,,,,,,,,
2023,3301900,2,3,51.3,735.9675,,,,,,,,,
2023,3302007,2,5,42.05,727.9405,,,,,,,,,
2023,3303500,2,3,33.23,719.388,,,,,,,,,
2023,3303955,2,3,51.35,735.3752,,,,,,,,,
2023,3305158,2,5,71.41,754.805,,,,,,,,,
2023,3501400,2,3,54.76,745.9255,,,,,,,,,
2023,3504008,2,3,43.37,729.8053,,,,,,,,,
2023,3506904,2,3,45.78,728.6558,,,,,,,,,
2023,3509809,2,3,32.08,716.8338,,,,,,,,,
2023,3513009,2,5,50.73,739.068,,,,,,,,,
2023,3515129,2,3,47.92,734.9911,,,,,,,,,
2023,3523305,2,5,57.26,745.6947,,,,,,,,,
2023,3534302,2,3,44.94,732.8171,,,,,,,,,
2023,3542800,2,3,62.9,753.9925,,,,,,,,,
2023,3543105,2,3,71.89,772.2416,,,,,,,,,
2023,3543907,2,3,50.27,737.4403,,,,,,,,,
2023,3549409,2,5,52.89,740.1102,,,,,,,,,
2023,3554508,2,3,48.35,735.2006,,,,,,,,,
2023,3555604,2,3,44.79,736.5655,,,,,,,,,
2023,3556354,2,3,74.45,774.9479,,,,,,,,,
2023,3556958,2,3,66.67,756.0597,,,,,,,,,
2023,4100103,2,3,56.08,744.9572,,,,,,,,,
2023,4102307,2,3,75.83,758.6733,,,,,,,,,
2023,4102703,2,3,62.96,747.3695,,,,,,,,,
2023,4103958,2,3,85.54,773.8713,,,,,,,,,
2023,4104204,2,3,73.34,757.5647,,,,,,,,,
2023,4104808,2,3,80.11,766.3159,,,,,,,,,
2023,4107108,2,5,72.99,755.2315,,,,,,,,,
2023,4107256,2,3,50.3,740.2799,,,,,,,,,
2023,4112306,2,3,75.69,756.2353,,,,,,,,,
2023,4114609,2,3,75.3,759.0326,,,,,,,,,
2023,4116307,2,5,53.23,751.2884,,,,,,,,,
2023,4117305,2,2,92.31,762.2789,,,,,,,,,
2023,4117305,2,3,62.63,745.2448,,,,,,,,,
2023,4118709,2,5,90.71,770.9771,,,,,,,,,
2023,4120507,2,5,51.44,733.1392,,,,,,,,,
2023,4120655,2,3,79.88,770.179,,,,,,,,,
2023,4122206,2,3,62.29,745.8263,,,,,,,,,
2023,4128633,2,3,76.32,763.5057,,,,,,,,,
2023,4201000,2,5,61.46,750.4285,,,,,,,,,
2023,4202404,2,3,63.89,749.6901,,,,,,,,,
2023,4202909,2,3,68.68,754.0229,,,,,,,,,
2023,4203600,2,5,61.52,749.4744,,,,,,,,,
2023,4205605,2,3,80.83,770.4425,,,,,,,,,
2023,4206504,2,3,70.33,754.1518,,,,,,,,,
2023,4206652,2,2,66.67,756.9114,,,,,,,,,
2023,4208104,2,5,60.94,746.0807,,,,,,,,,
2023,4209805,2,5,75,754.6501,,,,,,,,,
2023,4209904,2,2,33.33,705.9604,,,,,,,,,
2023,4212403,2,3,81.73,761.8216,,,,,,,,,
2023,4214904,2,5,78.36,761.5083,,,,,,,,,
2023,4215307,2,3,78,762.6252,,,,,,,,,
2023,4217956,2,3,79.06,763.4055,,,,,,,,,
2023,4218103,2,5,71.29,756.1372,,,,,,,,,
2023,4302105,2,5,74,758.1458,,,,,,,,,
2023,4302907,2,5,55.89,738.4535,,,,,,,,,
2023,4306106,2,5,58.96,744.5971,,,,,,,,,
2023,4307203,2,3,91.99,775.5231,,,,,,,,,
2023,4308078,2,3,80,764.3398,,,,,,,,,
2023,4308201,2,5,80.35,764.2472,,,,,,,,,
2023,4308508,2,2,83.01,769.7977,,,,,,,,,
2023,4309001,2,5,77.82,760.4885,,,,,,,,,
2023,4310306,2,2,100,774.6009,,,,,,,,,
2023,4312351,2,5,100,784.2804,,,,,,,,,
2023,4313409,2,5,62.48,745.898,,,,,,,,,
2023,4314464,2,5,74.14,757.0149,,,,,,,,,
2023,4317707,2,5,77.06,749.7694,,,,,,,,,
2023,4318002,2,3,65.4,748.853,,,,,,,,,
2023,4318622,2,3,61.59,743.0863,,,,,,,,,
2023,4319737,2,5,71.43,746.4805,,,,,,,,,
2023,4321907,2,2,73.91,760.7993,,,,,,,,,
2023,4322376,2,3,58.82,751.1606,,,,,,,,,
2023,4322855,2,5,81.25,770.1301,,,,,,,,,
2023,4323606,2,5,95.03,771.8497,,,,,,,,,
2023,5002100,2,3,43.77,731.2532,,,,,,,,,
2023,5002209,2,5,53.37,743.2975,,,,,,,,,
2023,5007935,2,3,47.5,734.3211,,,,,,,,,
2023,5008305,2,3,69.86,768.983,,,,,,,,,
2023,5100805,2,5,58.01,751.3,,,,,,,,,
2023,5101001,2,3,100,838.33,,,,,,,,,
2023,5103601,2,3,88.28,789.44,,,,,,,,,
2023,5103809,2,5,86.02,784.98,,,,,,,,,
2023,5104906,2,3,55.89,742.01,,,,,,,,,
2023,5105101,2,5,49.53,736.59,,,,,,,,,
2023,5106422,2,3,36.06,728.81,,,,,,,,,
2023,5106802,2,3,75.58,774.28,,,,,,,,,
2023,5107743,2,3,53.52,746.75,,,,,,,,,
2023,5107768,2,5,64.77,756.01,,,,,,,,,
2023,5108006,2,5,55.92,751.69,,,,,,,,,
2023,5200100,2,3,78.96,762.9923,,,,,,,,,
2023,5204102,2,5,73.19,759.0374,,,,,,,,,
2023,5205455,2,3,41.26,726.2114,,,,,,,,,
2023,5209101,2,5,68.19,748.1637,,,,,,,,,
2023,5210901,2,5,78.84,765.1904,,,,,,,,,
2023,5218706,2,5,76.56,761.5043,,,,,,,,,
2023,5219738,2,3,91.99,775.9615,,,,,,,,,
2023,5220686,2,3,86.31,769.8854,,,,,,,,,
2023,1101500,2,3,63.02,752.9469,,,,,,,,,
2023,1300201,2,5,54.2,738.6448,,,,,,,,,
2023,1300706,2,3,59.09,740.8025,,,,,,,,,
2023,1303700,2,3,59.68,742.7835,,,,,,,,,
2023,1304005,2,5,40.1,716.8745,,,,,,,,,
2023,1501402,2,3,48.22,730.4555,,,,,,,,,
2023,1505205,2,5,18.54,704.9214,,,,,,,,,
2023,1505908,2,3,72.52,759.0458,,,,,,,,,
2023,1507755,2,3,79.88,768.0657,,,,,,,,,
2023,1508100,2,3,37.28,721.3741,,,,,,,,,
2023,1600808,2,5,28.7,715.6846,,,,,,,,,
2023,1701903,2,3,38.62,730.9658,,,,,,,,,
